tenant_id,metric_name,experimental_phase,mean,volatility,baseline_mean,percentage_change,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.0009250263698453985,0.0001372978985759871,0.41494918283133453,-99.7770747821375,8.237638928674563e-06,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.0009259691340470826,0.00013103595478948255,0.41494918283133453,-99.77684758221986,8.237991133364667e-06,True
tenant-cpu,cpu_usage,4 - Network Noise,0.001125538308925823,0.00021273559259822817,0.41494918283133453,-99.72875273515521,8.312892657347265e-06,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0010863674715271053,0.0001667104578554937,0.41494918283133453,-99.73819264708162,8.298138823829274e-06,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.0010112036772209423,0.00015503467753194127,0.41494918283133453,-99.75630662282036,8.26990036254881e-06,True
tenant-cpu,cpu_usage,7 - Recovery,0.000990496386373881,0.000154821512165475,0.41494918283133453,-99.7612969425279,8.262138130306824e-06,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,0.0,0.0,0.0,,,False
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,0.0,,,False
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,0.0,,,False
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,0.0,,,False
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,0.0,,,False
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,0.0,,,False
tenant-cpu,memory_usage,2 - CPU Noise,2193530.88,67948.56305864225,3049616.8080808083,-28.07191794760478,1.582653349913142e-05,True
tenant-cpu,memory_usage,3 - Memory Noise,2206556.16,74185.79497921346,3049616.8080808083,-27.64480592600632,2.074197309992467e-05,True
tenant-cpu,memory_usage,4 - Network Noise,2193282.612244898,46378.82450531745,3049616.8080808083,-28.08005889680351,1.5707222879576554e-05,True
tenant-cpu,memory_usage,5 - Disk Noise,2187781.389473684,12859.728288204504,3049616.8080808083,-28.260449520197138,1.39779628774359e-05,True
tenant-cpu,memory_usage,6 - Combined Noise,2184554.6666666665,17329.757435949057,3049616.8080808083,-28.366257003893697,1.3068304271075159e-05,True
tenant-cpu,memory_usage,7 - Recovery,2197176.32,45440.56385935545,3049616.8080808083,-27.95238030633981,1.7062835702569734e-05,True
tenant-cpu,network_total_bandwidth,2 - CPU Noise,36.578672692220174,4.3445303692686394,36.85943183508072,-0.7617023076121743,0.6262047684899317,False
tenant-cpu,network_total_bandwidth,3 - Memory Noise,35.33419199394383,3.9468485212769777,36.85943183508072,-4.137990645002971,0.007258628577514341,True
tenant-cpu,network_total_bandwidth,4 - Network Noise,36.59749814052507,3.8889351529330662,36.85943183508072,-0.7106286817648598,0.6407491456671279,False
tenant-cpu,network_total_bandwidth,5 - Disk Noise,37.148318684610786,3.7834263257455136,36.85943183508072,0.7837528555041899,0.6057692515022488,False
tenant-cpu,network_total_bandwidth,6 - Combined Noise,36.21684254833157,3.732637567775918,36.85943183508072,-1.743351035968953,0.24965408300434827,False
tenant-cpu,network_total_bandwidth,7 - Recovery,36.879568551318684,3.812368713781481,36.85943183508072,0.05463110860759116,0.9740462700290711,False
tenant-dsk,cpu_usage,2 - CPU Noise,0.020358111900365943,0.0013973425987327515,0.020573609462756687,-1.0474465493322764,0.5645650977638708,False
tenant-dsk,cpu_usage,3 - Memory Noise,0.02033258109967544,0.001580190969089417,0.020573609462756687,-1.1715414522549739,0.523424964148376,False
tenant-dsk,cpu_usage,4 - Network Noise,0.021782243687347626,0.001683321578987648,0.020573609462756687,5.87468245073314,0.0018383301740130913,True
tenant-dsk,cpu_usage,5 - Disk Noise,0.02283882911604841,0.0020681902037283334,0.020573609462756687,11.010317160886759,4.4709192720504306e-08,True
tenant-dsk,cpu_usage,6 - Combined Noise,0.022581201170188733,0.0016622141587986396,0.020573609462756687,9.758091846091874,5.583318535726817e-07,True
tenant-dsk,cpu_usage,7 - Recovery,0.021390973348082723,0.0015903174639437818,0.020573609462756687,3.972875478197769,0.03958329174844238,True
tenant-dsk,disk_throughput_total,2 - CPU Noise,2265.262004152327,174.1574545574953,4569.205981332003,-50.423289879963704,6.44951338283476e-06,True
tenant-dsk,disk_throughput_total,3 - Memory Noise,2164.0390104220705,193.0800426733815,4569.205981332003,-52.63861994264448,2.755099178511688e-06,True
tenant-dsk,disk_throughput_total,4 - Network Noise,2289.538251467959,207.10623458666785,4569.205981332003,-49.891988655750666,7.904391038369363e-06,True
tenant-dsk,disk_throughput_total,5 - Disk Noise,2300.6441172753925,200.581600392208,4569.205981332003,-49.648929667978884,8.661539168900804e-06,True
tenant-dsk,disk_throughput_total,6 - Combined Noise,2275.7962044880264,199.7817743669782,4569.205981332003,-50.192742157257875,7.051729858670458e-06,True
tenant-dsk,disk_throughput_total,7 - Recovery,2145.4660111162825,203.836787901068,4569.205981332003,-53.04510193058003,2.3695561208025796e-06,True
tenant-dsk,memory_usage,2 - CPU Noise,61295104.0,751954.2870776067,59735857.13131313,2.6102360350489104,0.04440513994503384,True
tenant-dsk,memory_usage,3 - Memory Noise,61529395.2,1057105.2855849965,59735857.13131313,3.002448035096013,0.021455324456237733,True
tenant-dsk,memory_usage,4 - Network Noise,61605323.75510204,728007.7533091364,59735857.13131313,3.1295552011238263,0.01640141781372705,True
tenant-dsk,memory_usage,5 - Disk Noise,61915286.905263156,1100307.4396037662,59735857.13131313,3.6484448011838824,0.005504597134130954,True
tenant-dsk,memory_usage,6 - Combined Noise,61552170.666666664,688196.255569399,59735857.13131313,3.0405749956192305,0.019599313171382582,True
tenant-dsk,memory_usage,7 - Recovery,61730324.48,1047472.1106569131,59735857.13131313,3.338810966255275,0.011107502221603971,True
tenant-dsk,network_total_bandwidth,2 - CPU Noise,3283.1138338944415,328.7880976738408,3144.4065716129203,4.411238150108925,0.03813224426417244,True
tenant-dsk,network_total_bandwidth,3 - Memory Noise,3223.078381393624,321.91912822673964,3144.4065716129203,2.5019604809040072,0.235652863555539,False
tenant-dsk,network_total_bandwidth,4 - Network Noise,3257.0414743111933,344.7128837252798,3144.4065716129203,3.5820718514939696,0.09361723741792058,False
tenant-dsk,network_total_bandwidth,5 - Disk Noise,3275.252761986035,318.88155666900667,3144.4065716129203,4.1612363857259425,0.05012444567608537,False
tenant-dsk,network_total_bandwidth,6 - Combined Noise,3279.353763357451,349.71544141231516,3144.4065716129203,4.291658494890809,0.045780512165055076,True
tenant-dsk,network_total_bandwidth,7 - Recovery,3261.4745638201216,377.8543838856103,3144.4065716129203,3.7230551947088513,0.10871330364228472,False
tenant-mem,cpu_usage,2 - CPU Noise,0.010672858913430457,0.0007417801326563853,0.01056438578822966,1.0267811813693215,0.5412027194477314,False
tenant-mem,cpu_usage,3 - Memory Noise,0.010565408111949472,0.0008085828572066961,0.01056438578822966,0.009677076739775652,0.995438946874349,False
tenant-mem,cpu_usage,4 - Network Noise,0.011673011448030427,0.0009009182137641906,0.01056438578822966,10.49399067796205,1.0752288065611991e-08,True
tenant-mem,cpu_usage,5 - Disk Noise,0.011731828176326934,0.0009891213955061037,0.01056438578822966,11.050736043717595,3.1213240942682225e-09,True
tenant-mem,cpu_usage,6 - Combined Noise,0.011064118097057783,0.0008054244449183427,0.01056438578822966,4.7303489180118925,0.0060431997170763375,True
tenant-mem,cpu_usage,7 - Recovery,0.01110157724455449,0.0008128040525485392,0.01056438578822966,5.084928429283081,0.004838309648160998,True
tenant-mem,disk_throughput_total,2 - CPU Noise,1302.38798905233,6704.080921745063,0.0,inf,0.006559308067836612,True
tenant-mem,disk_throughput_total,3 - Memory Noise,0.0,0.0,0.0,,,False
tenant-mem,disk_throughput_total,4 - Network Noise,1179.7489944354043,6759.823162150877,0.0,inf,0.015442343320689212,True
tenant-mem,disk_throughput_total,5 - Disk Noise,0.0,0.0,0.0,,,False
tenant-mem,disk_throughput_total,6 - Combined Noise,0.0,0.0,0.0,,,False
tenant-mem,disk_throughput_total,7 - Recovery,1857.8459234898762,9167.97359780083,0.0,inf,0.045407966044875424,True
tenant-mem,memory_usage,2 - CPU Noise,27720396.8,1211619.328096726,26938440.404040404,2.902753033328218,0.019158626599684793,True
tenant-mem,memory_usage,3 - Memory Noise,28218204.16,1250023.1993915718,26938440.404040404,4.7506972815235775,0.0001749412126958547,True
tenant-mem,memory_usage,4 - Network Noise,28426783.346938774,1507982.97086136,26938440.404040404,5.524978137469082,2.022956474662435e-05,True
tenant-mem,memory_usage,5 - Disk Noise,28892795.957894735,1476707.7611196819,26938440.404040404,7.254894955096229,4.7306494328940936e-08,True
tenant-mem,memory_usage,6 - Combined Noise,29089941.333333332,1582170.5469787815,26938440.404040404,7.9867315888496355,3.3016236802475763e-09,True
tenant-mem,memory_usage,7 - Recovery,28864512.0,1329768.2716298266,26938440.404040404,7.149900168944864,1.241839944240926e-07,True
tenant-mem,network_total_bandwidth,2 - CPU Noise,3677.49392620973,344.85587095797393,3438.32160112861,6.956077785237225,0.001218152835662333,True
tenant-mem,network_total_bandwidth,3 - Memory Noise,3627.5958203153987,396.14821621599054,3438.32160112861,5.504843384186649,0.011146080498198915,True
tenant-mem,network_total_bandwidth,4 - Network Noise,3707.9325670382536,406.84063694393205,3438.32160112861,7.841353927484428,0.00037938056493018793,True
tenant-mem,network_total_bandwidth,5 - Disk Noise,3677.7631783739407,401.7185680158271,3438.32160112861,6.963908703791274,0.0015207572113487696,True
tenant-mem,network_total_bandwidth,6 - Combined Noise,3662.4205489786605,394.6787162754927,3438.32160112861,6.517684319479926,0.002847107668278367,True
tenant-mem,network_total_bandwidth,7 - Recovery,3674.1460133873784,428.1902344413753,3438.32160112861,6.858707230334719,0.003807312106144626,True
tenant-ntk,cpu_usage,2 - CPU Noise,0.0011140873064028175,9.911688685005982e-05,0.0012051952062140238,-7.559596930144682,1.988525907931229e-05,True
tenant-ntk,cpu_usage,3 - Memory Noise,0.001057902906532326,9.079828103543191e-05,0.0012051952062140238,-12.22144752337663,4.8325760573782257e-11,True
tenant-ntk,cpu_usage,4 - Network Noise,0.0011435128450299878,0.00010934412935590397,0.0012051952062140238,-5.118039041808317,0.0036156186152193474,True
tenant-ntk,cpu_usage,5 - Disk Noise,0.0011842052278809548,0.00013994209588973227,0.0012051952062140238,-1.7416247778653613,0.3370543123507559,False
tenant-ntk,cpu_usage,6 - Combined Noise,0.0011657202230029124,0.00010475467167088191,0.0012051952062140238,-3.2754016119195546,0.05896796129355426,False
tenant-ntk,cpu_usage,7 - Recovery,0.001175292757139957,9.268755303867118e-05,0.0012051952062140238,-2.4811291083708995,0.16450799565479365,False
tenant-ntk,disk_throughput_total,2 - CPU Noise,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,disk_throughput_total,3 - Memory Noise,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,disk_throughput_total,4 - Network Noise,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,disk_throughput_total,5 - Disk Noise,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,disk_throughput_total,6 - Combined Noise,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,disk_throughput_total,7 - Recovery,0.0,0.0,655.2603344189441,-100.0,0.005048254093064832,True
tenant-ntk,memory_usage,2 - CPU Noise,45069045.76,1526013.17384771,42514494.06060606,6.008660706986946,3.566464250139841e-06,True
tenant-ntk,memory_usage,3 - Memory Noise,46719672.32,1962038.2113822724,42514494.06060606,9.891163830855644,1.6461981349055922e-12,True
tenant-ntk,memory_usage,4 - Network Noise,45387023.67346939,1673475.46231855,42514494.06060606,6.75658896179835,2.8605879833353557e-07,True
tenant-ntk,memory_usage,5 - Disk Noise,47773437.305263154,1310387.1828751366,42514494.06060606,12.36976556079972,3.405720386574548e-17,True
tenant-ntk,memory_usage,6 - Combined Noise,47898453.333333336,1608709.7940825438,42514494.06060606,12.663820637385994,1.0893811663511808e-17,True
tenant-ntk,memory_usage,7 - Recovery,49515110.4,2140433.959750153,42514494.06060606,16.46642279081173,1.906082883573975e-24,True
tenant-ntk,network_total_bandwidth,2 - CPU Noise,1774.5216029108685,139.37221686779165,1700.281332856662,4.366352121826489,0.017381204589126516,True
tenant-ntk,network_total_bandwidth,3 - Memory Noise,1744.5823827303602,142.95729153526705,1700.281332856662,2.6055129241034236,0.15369158680482892,False
tenant-ntk,network_total_bandwidth,4 - Network Noise,1752.6982291036884,133.27901871944997,1700.281332856662,3.0828366596815022,0.09007773974555937,False
tenant-ntk,network_total_bandwidth,5 - Disk Noise,1754.976426897536,132.52151391719616,1700.281332856662,3.216826120709103,0.07738212203337065,False
tenant-ntk,network_total_bandwidth,6 - Combined Noise,1764.5847875587278,132.1044042992669,1700.281332856662,3.7819302876206335,0.03819977482375181,True
tenant-ntk,network_total_bandwidth,7 - Recovery,1758.0887005265495,143.66287563735025,1700.281332856662,3.3998707480229,0.07746674019154183,False
