round_id,metric_name,experimental_phase,tenant_id,baseline_phase,effect_size,p_value,t_statistic,eta_squared,sample_size_baseline,sample_size_experimental,result_quality
round-1,cpu_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.8372056070418187,8.835767936099775e-06,4.695780240837517,0.13414359658798825,97,201,high
round-1,cpu_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,0.09430026214229086,0.5380934032226591,-0.6174695988585613,0.001961701047190321,97,201,high
round-1,cpu_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.63373928092582,6.471942609515332e-05,-4.140930165101819,0.08153493202126157,97,201,high
round-1,cpu_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,-0.26802995120383094,0.04927863906753675,1.981948610186303,0.01563091625967415,97,201,high
round-1,cpu_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.8372270057296293,8.831551996962105e-06,4.695900271551637,0.13414953408496563,97,201,high
round-1,cpu_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,-0.20322131387662498,0.17895521058294875,1.351657639875807,0.009045901707181872,97,201,high
round-1,cpu_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.023292932994430596,0.8776250913328497,-0.15430224858806157,0.00011991019019807574,97,201,high
round-1,cpu_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,-0.8254177730028692,1.1473917519521308e-08,6.043846433229126,0.1308836423049782,97,201,high
round-1,cpu_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.8296413103529705,8.928282885652974e-06,4.693160153091313,0.13305719942002198,97,196,high
round-1,cpu_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.11059453387371275,0.45384354515171355,-0.751298789260406,0.0027198921141220337,97,196,high
round-1,cpu_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.6611990685742651,1.269826408499853e-05,-4.537530407609614,0.08882467234239749,97,196,high
round-1,cpu_usage,4 - Network Noise,tenant-ntk,1 - Baseline,0.4547458108520644,0.0003744445863835972,-3.6238166825462645,0.04407850319447685,97,196,high
round-1,cpu_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.8209738413416543,8.942475765335413e-06,4.692760530812289,0.13184258150933884,97,190,high
round-1,cpu_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.7113624171704832,1.5716840736038458e-06,-5.015922329356851,0.10234991541435944,97,190,high
round-1,cpu_usage,5 - Disk Noise,tenant-mem,1 - Baseline,1.0086854067354154,8.922477252167923e-11,-7.0311764402781645,0.18649607863806927,97,190,high
round-1,cpu_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,0.6739892644288523,2.8759189476881775e-07,-5.32581708715865,0.09285033615508868,97,190,high
round-1,cpu_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.824184864264892,8.874814010629777e-06,4.694671197029923,0.1323402482693629,97,192,high
round-1,cpu_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.5653545113833471,0.0001594095315202277,-3.8875761212083475,0.06696284343053874,97,192,high
round-1,cpu_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.7286112561647645,3.237633522828763e-06,-4.874466117406449,0.1065065570338954,97,192,high
round-1,cpu_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,-0.3172602401523898,0.01984700479059969,2.3532628267457074,0.022101328360056762,97,192,high
round-1,cpu_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6811674977403974,8.858737781515506e-06,4.695127233818659,0.10485152620281646,97,101,high
round-1,cpu_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.20044953918128627,0.16487354687045536,-1.395604801038738,0.010041508403333066,97,101,high
round-1,cpu_usage,7 - Recovery,tenant-mem,1 - Baseline,0.3668127015779216,0.011748183889132388,-2.5516442629719456,0.03285139288249009,97,101,high
round-1,cpu_usage,7 - Recovery,tenant-ntk,1 - Baseline,0.07811948030041561,0.5846070761993052,-0.5476145519431952,0.0015382324791821647,97,101,high
round-1,memory_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.6742862234218245,0.0001822939322997264,3.888658868321088,0.09218192479991517,100,201,high
round-1,memory_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,0.6647041529721147,4.535646629524164e-05,-4.239811071354666,0.08953892964573,99,201,high
round-1,memory_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.5968647532347081,0.00020532981200983836,-3.8334253352861536,0.0736991222431287,100,201,high
round-1,memory_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,1.6923279249423404,1.1267962085491983e-20,-11.255340549586167,0.38930344388970795,99,201,high
round-1,memory_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.6885806937919712,0.00013927600146579122,3.9639360803831147,0.0957535471424827,100,201,high
round-1,memory_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,0.798999050880679,1.1938048499969415e-06,-5.12556000582861,0.12441796716218599,99,201,high
round-1,memory_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.6025947797021703,8.09829284075109e-05,-4.07275750016257,0.07501430980107139,100,201,high
round-1,memory_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,2.063164759304651,8.039288033154345e-24,-12.888648967054568,0.4865110205795712,99,201,high
round-1,memory_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.6877201313989612,0.00012833770127537806,3.9864787211491155,0.09612165055963877,100,197,high
round-1,memory_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.788234717437627,1.989174330828741e-07,-5.482207600749644,0.1222241747457529,99,197,high
round-1,memory_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.7994492087604214,1.9877486740381446e-07,-5.489862996077992,0.12564806136367046,100,197,high
round-1,memory_usage,4 - Network Noise,tenant-ntk,1 - Baseline,1.9408936166681436,6.885278894166341e-23,-12.38147756542174,0.45777117571397424,99,197,high
round-1,memory_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.6851108847762102,0.00011458326576670031,4.017740049940674,0.09647705464296633,100,190,high
round-1,memory_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.8343230589598176,1.1828790574762648e-07,-5.614882817915788,0.1363392044493147,99,190,high
round-1,memory_usage,5 - Disk Noise,tenant-mem,1 - Baseline,0.43017492724094253,0.005587902539002013,-2.8218195951520575,0.04039662384659379,100,190,high
round-1,memory_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,1.796248657004133,1.875819335744574e-22,-11.974872242783327,0.4225377793501004,99,190,high
round-1,memory_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.6896557216582939,0.00010973671585394015,4.0296364085795915,0.09734362608028944,100,192,high
round-1,memory_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.8249586354797116,1.7164268728874196e-07,-5.536113753722085,0.13331292504172546,99,192,high
round-1,memory_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.6368753679599528,3.219848356005594e-05,-4.310201420278478,0.08422092373103694,100,192,high
round-1,memory_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,1.6762446540060867,7.132636422385282e-24,-12.102882720447296,0.3884047360055901,99,192,high
round-1,memory_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.5675235278338128,0.00012089465240166292,4.0029201718695555,0.07521120400855344,100,101,high
round-1,memory_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.9531271425767218,5.612191665489747e-10,-6.692936397371082,0.18658447826312918,99,101,high
round-1,memory_usage,7 - Recovery,tenant-mem,1 - Baseline,0.6697281963999143,5.7465563463627605e-06,-4.730405817932381,0.1017357356411637,100,101,high
round-1,memory_usage,7 - Recovery,tenant-ntk,1 - Baseline,1.5721753467245307,3.053496310586573e-21,-11.057472619981624,0.3842793597229281,99,101,high
round-2,cpu_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.8354970769776175,7.723239756899071e-06,4.72678253899556,0.13407950126808674,98,201,high
round-2,cpu_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,-0.08001237043802555,0.6080977389040958,0.5141827406208073,0.0014180530545991029,98,201,high
round-2,cpu_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.25456652065933055,0.1037553101192786,-1.639691249074582,0.014170940831464232,98,201,high
round-2,cpu_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,-0.5988127176277614,7.017377224493756e-05,4.106929497123497,0.07367810629676194,98,201,high
round-2,cpu_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.8339508578141756,7.747507869285113e-06,4.725997851340612,0.13385100103223332,98,200,high
round-2,cpu_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,-0.05662237456008335,0.7170713497911905,0.36325921601120587,0.0007118934078663576,98,200,high
round-2,cpu_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.6082303632919176,8.549481992798632e-05,-4.0618079296814935,0.07595840077863418,98,200,high
round-2,cpu_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,-0.9951862227141463,1.700789951548313e-09,6.522570964955216,0.18037352223019307,98,200,high
round-2,cpu_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.8264798951978833,7.818180959463499e-06,4.723726222214645,0.13276973549897847,98,195,high
round-2,cpu_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.7147918143105939,6.451473626354133e-06,-4.716254457748272,0.10274805869541197,98,195,high
round-2,cpu_usage,4 - Network Noise,tenant-mem,1 - Baseline,1.0407978173473387,1.7907385701246849e-10,-6.951071673786561,0.1953595638410878,98,195,high
round-2,cpu_usage,4 - Network Noise,tenant-ntk,1 - Baseline,-0.30061574373531885,0.030815888596253428,2.1802258782267474,0.019852488917876443,98,195,high
round-2,cpu_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.8179379132406207,7.814064158856604e-06,4.723857994344465,0.13156467105172054,98,189,high
round-2,cpu_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,1.1397574600843963,1.3569120481578747e-12,-7.8327521799602025,0.22729898355104128,98,189,high
round-2,cpu_usage,5 - Disk Noise,tenant-mem,1 - Baseline,1.2438497406404572,5.233239690270449e-14,-8.449253255035218,0.2594489710707403,98,189,high
round-2,cpu_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,-0.3898972513482934,0.005423177793019473,2.8219404100616203,0.03327843370886259,98,189,high
round-2,cpu_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.8211022896699137,7.760424463893731e-06,4.725581179505565,0.13205805771197,98,191,high
round-2,cpu_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.6187534174946839,7.150877819306192e-05,-4.110143784355172,0.0795289179824832,98,191,high
round-2,cpu_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.808132846206308,4.868697172995441e-07,-5.3176967133378845,0.12845088152873263,98,191,high
round-2,cpu_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,-0.755486799784207,1.2048228373409634e-06,5.098758948760779,0.11410756960622835,98,191,high
round-2,cpu_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6786421795562925,7.741376080493529e-06,4.72619589065143,0.10418492388754155,98,100,high
round-2,cpu_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.31140603401256645,0.03122328325586247,-2.176621731363488,0.02390296924742641,98,100,high
round-2,cpu_usage,7 - Recovery,tenant-mem,1 - Baseline,0.3817119327320175,0.008534654525074278,-2.668321548770067,0.035488189018146946,98,100,high
round-2,cpu_usage,7 - Recovery,tenant-ntk,1 - Baseline,-0.49476879563713305,0.0007043265902015887,3.461121279789167,0.05821831826208441,98,100,high
round-2,memory_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.7644979670059525,3.179563670329456e-05,4.362738136298569,0.11511530922455339,99,201,high
round-2,memory_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,0.42441820142363795,0.015873065452696337,-2.45373519154323,0.03854863930165464,99,201,high
round-2,memory_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.9988657402341389,5.921014994091385e-09,-6.298660527331511,0.18172245730584233,99,201,high
round-2,memory_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,0.5492729900056365,0.0005776526793029176,-3.5386358170114334,0.06292789849245545,99,201,high
round-2,memory_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.7679377095799567,2.871762936537956e-05,4.389327422685232,0.11620884664846261,99,200,high
round-2,memory_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,0.4110066188634295,0.019942759379069686,-2.365766410919147,0.03629761727010485,99,200,high
round-2,memory_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.6685699100340563,4.912654617900281e-05,-4.221893106140911,0.09062997128584167,99,200,high
round-2,memory_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,1.1719023568318871,3.730974671404296e-11,-7.337253589459615,0.23442674650940537,99,200,high
round-2,memory_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.7579373436598883,3.096817117978536e-05,4.369616624313768,0.11440415670747185,99,195,high
round-2,memory_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.38817670999264553,0.026927993221168563,-2.24614170084966,0.03277378735160541,99,195,high
round-2,memory_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.6396931734999635,7.160523380798188e-05,-4.118283300707774,0.08426600296440048,99,195,high
round-2,memory_usage,4 - Network Noise,tenant-ntk,1 - Baseline,0.8556304232867809,1.382907428177738e-07,-5.599525777510338,0.14135906104180224,99,195,high
round-2,memory_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.7462155185440094,3.3116837817251725e-05,4.351727657560124,0.11228932550397537,99,189,high
round-2,memory_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.4298852441859379,0.013216758834586808,-2.5232506955558174,0.04028878088440379,99,189,high
round-2,memory_usage,5 - Disk Noise,tenant-mem,1 - Baseline,0.5817562138347291,0.0003205748251814873,-3.7110720963622477,0.0713925207837773,99,189,high
round-2,memory_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,0.3283595008971525,0.058050742050869596,-1.9176842175103455,0.023907202481033084,99,189,high
round-2,memory_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.7583138631219145,2.7409244170350457e-05,4.401464357035842,0.115192654629314,99,191,high
round-2,memory_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.42949893747036844,0.013878270323664343,-2.505107472410934,0.04008970967159206,99,191,high
round-2,memory_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.9391710027162743,9.360304811840788e-09,-6.170779096280369,0.16645488244036824,99,191,high
round-2,memory_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,0.872098529494031,1.1080720894004214e-07,-5.654811641807078,0.14689634418684877,99,191,high
round-2,memory_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6170653452116185,3.59388822528039e-05,4.3304340069308385,0.08772142559223364,99,100,high
round-2,memory_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.38338564796256625,0.008351749201550738,-2.690816922170269,0.03578980349807141,99,100,high
round-2,memory_usage,7 - Recovery,tenant-mem,1 - Baseline,0.6655945878230947,7.472692152660417e-06,-4.676712035526139,0.10061882655597015,99,100,high
round-2,memory_usage,7 - Recovery,tenant-ntk,1 - Baseline,1.5841415050394523,7.869412141626626e-20,-11.124846786017146,0.3879035194494748,99,100,high
round-3,cpu_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.8389246993701694,8.237638928674563e-06,4.713390968406436,0.1348257410968426,97,200,high
round-3,cpu_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,-0.09273805054476959,0.5645650977638708,0.5778105896730604,0.0019006972285684981,97,200,high
round-3,cpu_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.09612877150872318,0.5412027194477314,-0.6128262641809352,0.0020419370085694075,97,200,high
round-3,cpu_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,-0.6722431087888188,1.988525907931229e-05,4.43999774979989,0.09096162301031745,97,200,high
round-3,cpu_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.8389227910275154,8.237991133364667e-06,4.713380238226134,0.13482521040849685,97,200,high
round-3,cpu_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,-0.10036791586089294,0.523424964148376,0.6400333960226752,0.0022255914161223933,97,200,high
round-3,cpu_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.0008821055741192829,0.995438946874349,-0.0057285395914595805,1.722916867055805e-07,97,200,high
round-3,cpu_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,-1.1197721296341652,4.8325760573782257e-11,7.246347269623303,0.21730711988454957,97,200,high
round-3,cpu_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.8328141055745959,8.312892657347265e-06,4.711108230987391,0.13394027430561137,97,196,high
round-3,cpu_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.49189066235238826,0.0018383301740130913,-3.18735719638267,0.0511898296442508,97,196,high
round-3,cpu_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.9179973483841529,1.0752288065611991e-08,-6.128787230080851,0.15818543262675475,97,196,high
round-3,cpu_usage,4 - Network Noise,tenant-ntk,1 - Baseline,-0.4371011521136348,0.0036156186152193474,2.964462194952425,0.04086133011274627,97,196,high
round-3,cpu_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.8242617089943538,8.298138823829274e-06,4.711554190876298,0.13276023486057972,97,190,high
round-3,cpu_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.8523829860612558,4.4709192720504306e-08,-5.813119700075023,0.14067740668703535,97,190,high
round-3,cpu_usage,5 - Disk Noise,tenant-mem,1 - Baseline,0.928002719405261,3.1213240942682225e-09,-6.356753733048252,0.16250893950957845,97,190,high
round-3,cpu_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,-0.1323825179753896,0.3370543123507559,0.9630717601041022,0.003933220634754844,97,190,high
round-3,cpu_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.827299025764358,8.26990036254881e-06,4.712409887358923,0.13320875395342338,97,192,high
round-3,cpu_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.8172093562314336,5.583318535726817e-07,-5.295559419407593,0.13040047615338696,97,192,high
round-3,cpu_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.4286732410715624,0.0060431997170763375,-2.795416499825887,0.03962653727170734,97,192,high
round-3,cpu_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,-0.2836261682615479,0.05896796129355426,1.9056578720435262,0.01774235387753352,97,192,high
round-3,cpu_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6819626693189145,8.262138130306824e-06,4.712645591187979,0.10509218061589826,97,100,high
round-3,cpu_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.2992551359149361,0.03958329174844238,-2.078629234044065,0.022112757458017475,97,100,high
round-3,cpu_usage,7 - Recovery,tenant-mem,1 - Baseline,0.4119843945542848,0.004838309648160998,-2.863810580719953,0.04109672645003102,97,100,high
round-3,cpu_usage,7 - Recovery,tenant-ntk,1 - Baseline,-0.20104003771233564,0.16450799565479365,1.3974761911143978,0.010102439650656372,97,100,high
round-3,memory_usage,2 - CPU Noise,tenant-cpu,1 - Baseline,-0.7939972177715146,1.582653349913142e-05,4.542645213732035,0.12324113258954181,99,200,high
round-3,memory_usage,2 - CPU Noise,tenant-dsk,1 - Baseline,0.3536212089195175,0.04440513994503384,-2.0361717957481424,0.027125088610583218,99,200,high
round-3,memory_usage,2 - CPU Noise,tenant-mem,1 - Baseline,0.3779728971957061,0.019158626599684793,-2.3766729784445992,0.030870294829243448,99,200,high
round-3,memory_usage,2 - CPU Noise,tenant-ntk,1 - Baseline,0.8041164469413279,3.566464250139841e-06,-4.8906941051928525,0.1260041408990588,99,200,high
round-3,memory_usage,3 - Memory Noise,tenant-cpu,1 - Baseline,-0.7817169232677588,2.074197309992467e-05,4.473250083495089,0.11991200814489758,99,200,high
round-3,memory_usage,3 - Memory Noise,tenant-dsk,1 - Baseline,0.40294125063718567,0.021455324456237733,-2.336632643038969,0.03493630658459203,99,200,high
round-3,memory_usage,3 - Memory Noise,tenant-mem,1 - Baseline,0.6140698363154109,0.0001749412126958547,-3.881240610381821,0.07755561962662397,99,200,high
round-3,memory_usage,3 - Memory Noise,tenant-ntk,1 - Baseline,1.261538741895098,1.6461981349055922e-12,-7.9409157956114935,0.2619082096886396,99,200,high
round-3,memory_usage,4 - Network Noise,tenant-cpu,1 - Baseline,-0.7894320809728653,1.5707222879576554e-05,4.544737527443631,0.12273340042792748,99,196,high
round-3,memory_usage,4 - Network Noise,tenant-dsk,1 - Baseline,0.4214459959867745,0.01640141781372705,-2.4415344044985927,0.03834466425681439,99,196,high
round-3,memory_usage,4 - Network Noise,tenant-mem,1 - Baseline,0.6754875942640971,2.022956474662435e-05,-4.4371530207349785,0.09291471635193724,99,196,high
round-3,memory_usage,4 - Network Noise,tenant-ntk,1 - Baseline,0.8859623348350638,2.8605879833353557e-07,-5.472999820932851,0.14981215148134458,99,196,high
round-3,memory_usage,5 - Disk Noise,tenant-cpu,1 - Baseline,-0.786769643530165,1.39779628774359e-05,4.574584620679896,0.12309907114676444,99,190,high
round-3,memory_usage,5 - Disk Noise,tenant-dsk,1 - Baseline,0.48105991764822914,0.005504597134130954,-2.8374860017641548,0.04986466119247596,99,190,high
round-3,memory_usage,5 - Disk Noise,tenant-mem,1 - Baseline,0.8876760374997011,4.7306494328940936e-08,-5.829699838040393,0.15160577726767419,99,190,high
round-3,memory_usage,5 - Disk Noise,tenant-ntk,1 - Baseline,1.666353359485276,3.405720386574548e-17,-10.116691742357498,0.3863953552496242,99,190,high
round-3,memory_usage,6 - Combined Noise,tenant-cpu,1 - Baseline,-0.7924321284639805,1.3068304271075159e-05,4.591667047370721,0.12428846202613428,99,192,high
round-3,memory_usage,6 - Combined Noise,tenant-dsk,1 - Baseline,0.40711409933343046,0.019599313171382582,-2.372596398028165,0.03610822600569026,99,192,high
round-3,memory_usage,6 - Combined Noise,tenant-mem,1 - Baseline,0.9581616147044447,3.3016236802475763e-09,-6.373669093004314,0.17184429751208177,99,192,high
round-3,memory_usage,6 - Combined Noise,tenant-ntk,1 - Baseline,1.6632243023087177,1.0893811663511808e-17,-10.273104652946296,0.38470652111039755,99,192,high
round-3,memory_usage,7 - Recovery,tenant-cpu,1 - Baseline,-0.6445703576090506,1.7062835702569734e-05,4.523456602378628,0.09495675840072838,99,100,high
round-3,memory_usage,7 - Recovery,tenant-dsk,1 - Baseline,0.36851223845280884,0.011107502221603971,-2.5866114939151554,0.033157033297283534,99,100,high
round-3,memory_usage,7 - Recovery,tenant-mem,1 - Baseline,0.7957687336798351,1.241839944240926e-07,-5.592991575988414,0.1378679793578367,99,100,high
round-3,memory_usage,7 - Recovery,tenant-ntk,1 - Baseline,1.797670890068239,1.906082883573975e-24,-12.634790462074172,0.44936547492782297,99,100,high
